building_id,measurement_end_date,measurement_start_date,energystar_score,fuel_type,number_of_stories,number_of_occupants,primary_building_type,floor_area_sqft,vintage,weather_file_name_epw,weather_file_name_ddy
BUILDING ID 426,31/12/15 23:00,1/1/2015 0:00,,,,,Office,49553,1963,temporary.epw,temporary.ddy
BUILDING ID 427,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,53651,,temporary.epw,temporary.ddy
BUILDING ID 428,31/12/15 23:00,1/1/2015 0:00,,,,,Office,44332,,temporary.epw,temporary.ddy
BUILDING ID 429,30/04/15 23:00,1/5/2014 0:00,,,,,College Laboratory,156483,,temporary.epw,temporary.ddy
BUILDING ID 430,30/11/15 23:00,1/12/2014 0:00,,,,,College Laboratory,84066.059,1966,temporary.epw,temporary.ddy
BUILDING ID 431,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,122592,1971,temporary.epw,temporary.ddy
BUILDING ID 432,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,77469,,temporary.epw,temporary.ddy
BUILDING ID 433,30/11/15 23:00,1/12/2014 0:00,,Gas,8,,College Laboratory,138316.115,1960,temporary.epw,temporary.ddy
BUILDING ID 434,30/11/15 23:00,1/12/2014 0:00,,Gas,6,,College Laboratory,61203.5354,1989,temporary.epw,temporary.ddy
BUILDING ID 435,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,33739,1939,temporary.epw,temporary.ddy
BUILDING ID 436,31/12/15 23:00,1/1/2015 0:00,,,,,Office,70837,2014,temporary.epw,temporary.ddy
BUILDING ID 437,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,40311,1913,temporary.epw,temporary.ddy
BUILDING ID 438,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,33148,1967,temporary.epw,temporary.ddy
BUILDING ID 439,30/11/15 23:00,1/12/2014 0:00,,Gas,10,818,Office,150640.7805,1913-1915,temporary.epw,temporary.ddy
BUILDING ID 440,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,241324,,temporary.epw,temporary.ddy
BUILDING ID 441,31/12/15 23:00,1/1/2015 0:00,,,,,Office,42755,1866,temporary.epw,temporary.ddy
BUILDING ID 442,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,71248,2004,temporary.epw,temporary.ddy
BUILDING ID 443,31/10/15 23:00,1/11/2014 0:00,,,,3090,College Classroom,123096,,temporary.epw,temporary.ddy
BUILDING ID 444,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,219608,1992,temporary.epw,temporary.ddy
BUILDING ID 445,31/12/12 23:00,1/1/2012 0:00,,,,,College Laboratory,52839,1942,temporary.epw,temporary.ddy
BUILDING ID 446,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,47934,,temporary.epw,temporary.ddy
BUILDING ID 447,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,279840,2008,temporary.epw,temporary.ddy
BUILDING ID 448,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,20889,1976,temporary.epw,temporary.ddy
BUILDING ID 449,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,327256,2012,temporary.epw,temporary.ddy
BUILDING ID 450,30/04/15 23:00,1/5/2014 0:00,3,,,,Office,38382,,temporary.epw,temporary.ddy
BUILDING ID 451,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,64560,1965,temporary.epw,temporary.ddy
BUILDING ID 452,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,74682,2006,temporary.epw,temporary.ddy
BUILDING ID 453,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,183460,2005,temporary.epw,temporary.ddy
BUILDING ID 454,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,131271,2010,temporary.epw,temporary.ddy
BUILDING ID 455,31/12/15 23:00,1/1/2015 0:00,,,,,Office,46981,1962,temporary.epw,temporary.ddy
BUILDING ID 456,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,179559,2006,temporary.epw,temporary.ddy
BUILDING ID 457,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,160673,1968,temporary.epw,temporary.ddy
BUILDING ID 458,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,173983,1986,temporary.epw,temporary.ddy
BUILDING ID 459,31/12/15 23:00,1/1/2015 0:00,,,,,Office,23458,,temporary.epw,temporary.ddy
BUILDING ID 460,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,24643,1982,temporary.epw,temporary.ddy
BUILDING ID 461,31/12/10 23:00,1/1/2010 0:00,,,,,Office,83321,1960,temporary.epw,temporary.ddy
BUILDING ID 462,31/12/15 23:00,1/1/2015 0:00,,,,,Office,54597,,temporary.epw,temporary.ddy
BUILDING ID 463,31/12/15 23:00,1/1/2015 0:00,,,,,Office,70042,,temporary.epw,temporary.ddy
BUILDING ID 464,31/12/15 23:00,1/1/2015 0:00,,,,,Office,49990,,temporary.epw,temporary.ddy
BUILDING ID 465,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,322341,1995,temporary.epw,temporary.ddy
BUILDING ID 466,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,111518,1968,temporary.epw,temporary.ddy
BUILDING ID 467,30/04/15 23:00,1/5/2014 0:00,,,,,College Laboratory,37107,,temporary.epw,temporary.ddy
BUILDING ID 468,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,125507,1974,temporary.epw,temporary.ddy
BUILDING ID 469,31/12/15 23:00,1/1/2015 0:00,,,,,Office,17879,,temporary.epw,temporary.ddy
BUILDING ID 470,30/11/15 23:00,1/12/2014 0:00,,Gas,6,,College Laboratory,83043.4885,1991,temporary.epw,temporary.ddy
BUILDING ID 471,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,129344,,temporary.epw,temporary.ddy
BUILDING ID 472,31/12/12 23:00,1/1/2012 0:00,,,,,Office,97618,1964,temporary.epw,temporary.ddy
BUILDING ID 473,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,9309,1970,temporary.epw,temporary.ddy
BUILDING ID 474,31/12/12 23:00,1/1/2012 0:00,,,,,College Laboratory,87216,1964,temporary.epw,temporary.ddy
BUILDING ID 475,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,4583,,temporary.epw,temporary.ddy
BUILDING ID 476,30/11/15 23:00,1/12/2014 0:00,,Heat network and steam,9,,College Laboratory,150317.8635,1906,temporary.epw,temporary.ddy
BUILDING ID 477,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,33695,1948,temporary.epw,temporary.ddy
BUILDING ID 478,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,214505,1990,temporary.epw,temporary.ddy
BUILDING ID 479,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,56497,1957,temporary.epw,temporary.ddy
BUILDING ID 480,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,49662,1964,temporary.epw,temporary.ddy
BUILDING ID 481,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,4689,2005,temporary.epw,temporary.ddy
BUILDING ID 482,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,250000,,temporary.epw,temporary.ddy
BUILDING ID 483,30/04/15 23:00,1/5/2014 0:00,,,,,Office,62837,,temporary.epw,temporary.ddy
BUILDING ID 484,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,48411,,temporary.epw,temporary.ddy
BUILDING ID 485,30/11/15 23:00,1/12/2014 0:00,,,,,College Laboratory,107585.1805,2010,temporary.epw,temporary.ddy
BUILDING ID 486,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,151637,1983,temporary.epw,temporary.ddy
BUILDING ID 487,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,46813,,temporary.epw,temporary.ddy
BUILDING ID 488,30/11/15 23:00,1/12/2014 0:00,,Oil,5,,College Laboratory,37264.6218,1800,temporary.epw,temporary.ddy
BUILDING ID 489,31/12/10 23:00,1/1/2010 0:00,,,,,Office,111077,1994,temporary.epw,temporary.ddy
BUILDING ID 490,30/11/15 23:00,1/12/2014 0:00,,,,,Office,15812.1691,,temporary.epw,temporary.ddy
BUILDING ID 491,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,193294,2006,temporary.epw,temporary.ddy
BUILDING ID 492,30/11/15 23:00,1/12/2014 0:00,,Gas,5,,College Laboratory,21538.5639,2004,temporary.epw,temporary.ddy
BUILDING ID 493,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,35990,,temporary.epw,temporary.ddy
BUILDING ID 494,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,75929,,temporary.epw,temporary.ddy
BUILDING ID 495,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,63348,2007,temporary.epw,temporary.ddy
BUILDING ID 496,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,149762,2004,temporary.epw,temporary.ddy
BUILDING ID 497,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,120836,,temporary.epw,temporary.ddy
BUILDING ID 498,31/12/15 23:00,1/1/2015 0:00,,,,,Office,41337,,temporary.epw,temporary.ddy
BUILDING ID 499,31/12/10 23:00,1/1/2010 0:00,,,,,College Laboratory,153700,1990,temporary.epw,temporary.ddy
BUILDING ID 500,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,29775,2001,temporary.epw,temporary.ddy
BUILDING ID 501,30/11/15 23:00,1/12/2014 0:00,,Gas,8,,Office,65656.56083,1955,temporary.epw,temporary.ddy
BUILDING ID 502,30/04/15 23:00,1/5/2014 0:00,,,,,Office,105167,,temporary.epw,temporary.ddy
BUILDING ID 503,30/11/15 23:00,1/12/2014 0:00,,Heat network,8,,Office,34455.2439,1907,temporary.epw,temporary.ddy
BUILDING ID 504,31/12/15 23:00,1/1/2015 0:00,,,,,Office,53303,1981,temporary.epw,temporary.ddy
BUILDING ID 505,30/11/15 23:00,1/12/2014 0:00,,Gas,6,,College Laboratory,16802.4479,1995,temporary.epw,temporary.ddy
BUILDING ID 506,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,30143,1951,temporary.epw,temporary.ddy
BUILDING ID 507,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,261188,,temporary.epw,temporary.ddy
